Date;Ticker;Adj Close;Volume
2020-12-07;MC.PA;456.4036865234375;375438
2020-12-08;MC.PA;457.0970153808594;323359
2020-12-09;MC.PA;460.3788757324219;411414
2020-12-10;MC.PA;463.1521911621094;466149
2020-12-11;MC.PA;462.5975036621094;382300
2020-12-14;MC.PA;470.73272705078125;433394
2020-12-15;MC.PA;468.88385009765625;535189
2020-12-16;MC.PA;466.8500671386719;398944
2020-12-17;MC.PA;464.90869140625;388090
2020-12-18;MC.PA;461.81170654296875;1032272
2020-12-21;MC.PA;453.1681213378906;479857
2020-12-22;MC.PA;455.10943603515625;382128
2020-12-23;MC.PA;458.6224060058594;249098
2020-12-24;MC.PA;458.9458923339844;73147
2020-12-28;MC.PA;465.92559814453125;220715
2020-12-29;MC.PA;474.060791015625;301703
2020-12-30;MC.PA;474.33807373046875;249571
2020-12-31;MC.PA;472.3043212890625;130740
2021-01-04;MC.PA;473.4136047363281;343503
2021-01-05;MC.PA;467.9593811035156;303053
2021-01-06;MC.PA;464.3540344238281;439147
2021-01-07;MC.PA;476.3719177246094;458616
2021-01-08;MC.PA;485.6164245605469;458513
2021-01-11;MC.PA;482.93560791015625;394924
2021-01-12;MC.PA;476.8341369628906;374428
2021-01-13;MC.PA;473.4136047363281;317983
2021-01-14;MC.PA;469.6234130859375;446027
2021-01-15;MC.PA;456.6347961425781;692278
2021-01-18;MC.PA;461.9041748046875;342930
2021-01-19;MC.PA;453.9538269042969;468063
2021-01-20;MC.PA;469.3460998535156;592958
2021-01-21;MC.PA;469.2536315917969;333005
2021-01-22;MC.PA;472.8590087890625;425645
2021-01-25;MC.PA;463.98419189453125;415757
2021-01-26;MC.PA;469.6234130859375;391663
2021-01-27;MC.PA;468.1442565917969;669459
2021-01-28;MC.PA;477.9434814453125;511413
2021-01-29;MC.PA;460.6561584472656;817196
2021-02-01;MC.PA;469.3460998535156;430015
2021-02-02;MC.PA;485.2467041015625;547709
2021-02-03;MC.PA;484.8769836425781;369967
2021-02-04;MC.PA;485.43157958984375;312012
2021-02-05;MC.PA;488.7596130371094;304785
2021-02-08;MC.PA;488.0201110839844;328124
2021-02-09;MC.PA;496.4326171875;376854
2021-02-10;MC.PA;489.4991149902344;302934
2021-02-11;MC.PA;491.3479919433594;362743
2021-02-12;MC.PA;489.3142395019531;312149
2021-02-15;MC.PA;495.41571044921875;304779
2021-02-16;MC.PA;499.0211181640625;297402
2021-02-17;MC.PA;494.5837097167969;364343
2021-02-18;MC.PA;493.6591491699219;345527
2021-02-19;MC.PA;500.86993408203125;420401
2021-02-22;MC.PA;501.886962890625;281071
2021-02-23;MC.PA;498.6513366699219;326853
2021-02-24;MC.PA;492.54986572265625;389117
2021-02-25;MC.PA;490.8858947753906;341801
2021-02-26;MC.PA;485.3390808105469;509151
2021-03-01;MC.PA;496.5250549316406;312876
2021-03-02;MC.PA;498.5588073730469;268383
2021-03-03;MC.PA;502.7189636230469;402528
2021-03-04;MC.PA;493.56683349609375;461650
2021-03-05;MC.PA;483.6750793457031;468641
2021-03-08;MC.PA;494.4913024902344;487719
2021-03-09;MC.PA;499.85308837890625;424729
2021-03-10;MC.PA;511.223876953125;377397
2021-03-11;MC.PA;521.8550415039062;348410
2021-03-12;MC.PA;520.8382568359375;349657
2021-03-15;MC.PA;516.0310668945312;330231
2021-03-16;MC.PA;517.972412109375;330076
2021-03-17;MC.PA;525.275634765625;305038
2021-03-18;MC.PA;523.5191040039062;421418
2021-03-19;MC.PA;515.29150390625;1041228
2021-03-22;MC.PA;514.5518798828125;306281
2021-03-23;MC.PA;512.333251953125;302183
2021-03-24;MC.PA;511.59368896484375;327022
2021-03-25;MC.PA;513.6275024414062;298409
2021-03-26;MC.PA;512.9803466796875;319037
2021-03-29;MC.PA;512.9803466796875;223531
2021-03-30;MC.PA;530.17529296875;463377
2021-03-31;MC.PA;525.18310546875;440619
2021-04-01;MC.PA;528.5113525390625;318700
2021-04-06;MC.PA;533.225830078125;307550
2021-04-07;MC.PA;533.5957641601562;257919
2021-04-08;MC.PA;541.8233032226562;338943
2021-04-09;MC.PA;543.857177734375;297019
2021-04-12;MC.PA;545.1514892578125;286923
2021-04-13;MC.PA;549.8662109375;443772
2021-04-14;MC.PA;565.5818481445312;577458
2021-04-15;MC.PA;570.1116943359375;518798
2021-04-16;MC.PA;582.4069213867188;587186
2021-04-19;MC.PA;577.6921997070312;328492
2021-04-20;MC.PA;563.1777954101562;570894
2021-04-21;MC.PA;581.1347045898438;515257
2021-04-22;MC.PA;588.019775390625;436028
2021-04-23;MC.PA;584.3911743164062;366234
2021-04-26;MC.PA;582.251220703125;265587
2021-04-27;MC.PA;588.6710815429688;320541
2021-04-28;MC.PA;589.1363525390625;262268
2021-04-29;MC.PA;591.46240234375;290676
2021-04-30;MC.PA;582.62353515625;349054
2021-05-03;MC.PA;586.7172241210938;242931
2021-05-04;MC.PA;575.8314208984375;413624
2021-05-05;MC.PA;587.8336791992188;374426
2021-05-06;MC.PA;581.7860107421875;356074
2021-05-07;MC.PA;587.4616088867188;342019
2021-05-10;MC.PA;581.5068969726562;349795
2021-05-11;MC.PA;569.6906127929688;579901
2021-05-12;MC.PA;567.7369384765625;421915
2021-05-13;MC.PA;573.1332397460938;349967
2021-05-14;MC.PA;584.3911743164062;336426
2021-05-17;MC.PA;580.5764770507812;224482
2021-05-18;MC.PA;579.6461791992188;268294
2021-05-19;MC.PA;576.0174560546875;381205
2021-05-20;MC.PA;585.135498046875;362431
2021-05-21;MC.PA;587.6476440429688;376258
2021-05-24;MC.PA;593.1370239257812;115728
2021-05-25;MC.PA;595.1840209960938;325085
2021-05-26;MC.PA;596.0213623046875;295544
2021-05-27;MC.PA;603.2785034179688;638562
2021-05-28;MC.PA;610.16357421875;256995
2021-05-31;MC.PA;606.6279907226562;228797
2021-06-01;MC.PA;611.373046875;294765
2021-06-02;MC.PA;615.0016479492188;295829
2021-06-03;MC.PA;608.7679443359375;290169
2021-06-04;MC.PA;605.8837890625;281922
2021-06-07;MC.PA;611.5592041015625;369275
2021-06-08;MC.PA;613.7921752929688;290421
2021-06-09;MC.PA;616.3973388671875;232801
2021-06-10;MC.PA;611.9313354492188;285497
2021-06-11;MC.PA;621.607666015625;353511
2021-06-14;MC.PA;625.7943725585938;255313
2021-06-15;MC.PA;630.6326293945312;279296
2021-06-16;MC.PA;634.8194580078125;320891
2021-06-17;MC.PA;639.4715576171875;331198
2021-06-18;MC.PA;633.7029418945312;695141
2021-06-21;MC.PA;632.7725219726562;308185
2021-06-22;MC.PA;633.7959594726562;299207
2021-06-23;MC.PA;622.5380249023438;337572
2021-06-24;MC.PA;626.3526611328125;346811
2021-06-25;MC.PA;626.724853515625;242811
2021-06-28;MC.PA;621.1423950195312;252827
2021-06-29;MC.PA;627.0970458984375;271145
2021-06-30;MC.PA;615.2808227539062;556819
2021-07-01;MC.PA;617.699951171875;325479
2021-07-02;MC.PA;617.2347412109375;225664
2021-07-05;MC.PA;614.7225952148438;178377
2021-07-06;MC.PA;610.16357421875;290716
2021-07-07;MC.PA;614.443359375;378366
2021-07-08;MC.PA;594.7188110351562;734077
2021-07-09;MC.PA;616.30419921875;599503
2021-07-12;MC.PA;619.6536865234375;255319
2021-07-13;MC.PA;624.0267944335938;312845
2021-07-14;MC.PA;624.864013671875;180869
2021-07-15;MC.PA;617.0486450195312;306416
2021-07-16;MC.PA;608.7679443359375;455783
2021-07-19;MC.PA;595.3700561523438;496713
2021-07-20;MC.PA;600.2081909179688;324696
2021-07-21;MC.PA;613.3269653320312;288289
2021-07-22;MC.PA;614.443359375;391518
2021-07-23;MC.PA;627.0970458984375;411886
2021-07-26;MC.PA;626.538818359375;347405
2021-07-27;MC.PA;623.003173828125;474408
2021-07-28;MC.PA;640.3088989257812;324397
2021-07-29;MC.PA;636.4010620117188;255100
2021-07-30;MC.PA;627.0040893554688;425011
2021-08-02;MC.PA;639.1923828125;324652
2021-08-03;MC.PA;647.4730224609375;341567
2021-08-04;MC.PA;646.3565673828125;278285
2021-08-05;MC.PA;648.8685913085938;268502
2021-08-06;MC.PA;648.8685913085938;287106
2021-08-09;MC.PA;648.8685913085938;166437
2021-08-10;MC.PA;652.7763671875;230097
2021-08-11;MC.PA;655.7537231445312;211136
2021-08-12;MC.PA;662.4525756835938;276394
2021-08-13;MC.PA;660.4057006835938;219593
2021-08-16;MC.PA;646.5426635742188;315345
2021-08-17;MC.PA;642.4488525390625;326360
2021-08-18;MC.PA;609.326171875;699154
2021-08-19;MC.PA;570.4349975585938;1493477
2021-08-20;MC.PA;576.8548583984375;843005
2021-08-23;MC.PA;592.2996215820312;728161
2021-08-24;MC.PA;580.8555297851562;500424
2021-08-25;MC.PA;578.8087158203125;412050
2021-08-26;MC.PA;578.343505859375;425086
2021-08-27;MC.PA;579.7391357421875;340808
2021-08-30;MC.PA;581.5068969726562;291687
2021-08-31;MC.PA;583.1815795898438;541313
2021-09-01;MC.PA;601.7898559570312;596692
2021-09-02;MC.PA;601.9759521484375;320818
2021-09-03;MC.PA;590.7178955078125;393248
2021-09-06;MC.PA;603.5577392578125;262291
2021-09-07;MC.PA;607.5584106445312;340478
2021-09-08;MC.PA;603.5577392578125;385265
2021-09-09;MC.PA;612.5826416015625;411139
2021-09-10;MC.PA;617.3276977539062;388397
2021-09-13;MC.PA;611.2799682617188;349720
2021-09-14;MC.PA;601.7898559570312;397133
2021-09-15;MC.PA;577.971435546875;706373
2021-09-16;MC.PA;584.2982177734375;475856
2021-09-17;MC.PA;587.08935546875;863299
2021-09-20;MC.PA;575.6453857421875;764691
2021-09-21;MC.PA;591.7413940429688;490753
2021-09-22;MC.PA;598.533447265625;403326
2021-09-23;MC.PA;608.581787109375;392213
2021-09-24;MC.PA;598.1612548828125;371010
2021-09-27;MC.PA;593.1370239257812;297614
2021-09-28;MC.PA;574.9010620117188;627324
2021-09-29;MC.PA;581.97216796875;355217
2021-09-30;MC.PA;576.9478759765625;596940
2021-10-01;MC.PA;586.1589965820312;448089
2021-10-04;MC.PA;577.8782958984375;346834
2021-10-05;MC.PA;588.4850463867188;329281
2021-10-06;MC.PA;581.3208618164062;458312
2021-10-07;MC.PA;593.5092163085938;439881
2021-10-08;MC.PA;584.0189819335938;386925
2021-10-11;MC.PA;587.7406616210938;261049
2021-10-12;MC.PA;589.78759765625;369383
2021-10-13;MC.PA;608.3958740234375;627178
2021-10-14;MC.PA;620.7703247070312;460568
2021-10-15;MC.PA;618.5372924804688;542414
2021-10-18;MC.PA;604.7671508789062;414414
2021-10-19;MC.PA;601.0455932617188;305206
2021-10-20;MC.PA;610.4427490234375;408236
2021-10-21;MC.PA;613.7921752929688;264050
2021-10-22;MC.PA;620.8633422851562;423275
2021-10-25;MC.PA;613.8851928710938;239985
2021-10-26;MC.PA;618.7233276367188;293673
2021-10-27;MC.PA;618.072021484375;252036
2021-10-28;MC.PA;624.9571533203125;302241
2021-10-29;MC.PA;630.0744018554688;434079
2021-11-01;MC.PA;635.8428344726562;320108
2021-11-02;MC.PA;637.1455078125;285336
2021-11-03;MC.PA;635.0055541992188;350677
2021-11-04;MC.PA;644.3097534179688;348282
2021-11-05;MC.PA;659.568359375;524883
2021-11-08;MC.PA;658.1727905273438;317489
2021-11-09;MC.PA;658.0797119140625;337111
2021-11-10;MC.PA;649.985107421875;349382
2021-11-11;MC.PA;656.3118896484375;272715
2021-11-12;MC.PA;672.5940551757812;412199
2021-11-15;MC.PA;670.6402587890625;433662
2021-11-16;MC.PA;678.9210205078125;419771
2021-11-17;MC.PA;675.5714721679688;420189
2021-11-18;MC.PA;677.804443359375;458866
2021-11-19;MC.PA;682.4564819335938;698218
2021-11-22;MC.PA;677.618408203125;297513
2021-11-23;MC.PA;668.128173828125;441531
2021-11-24;MC.PA;675.5714721679688;384226
2021-11-25;MC.PA;683.5730590820312;226209
2021-11-26;MC.PA;643.8444213867188;921585
2021-11-29;MC.PA;648.6825561523438;565133
2021-11-30;MC.PA;641.5809326171875;990257
2021-12-01;MC.PA;651.7662353515625;441932
2021-12-02;MC.PA;641.5809326171875;452744
2021-12-03;MC.PA;640.0857543945312;472844
2021-12-06;MC.PA;644.851318359375;410554
2021-12-07;MC.PA;677.463134765625;504118
2021-12-08;MC.PA;667.8384399414062;364654
2021-12-09;MC.PA;668.1187133789062;238921
2021-12-10;MC.PA;663.4465942382812;218081
2021-12-13;MC.PA;662.5121459960938;263596
2021-12-14;MC.PA;655.597412109375;288230
2021-12-15;MC.PA;665.22216796875;329720
2021-12-16;MC.PA;666.5302124023438;423780
2021-12-17;MC.PA;653.1677856445312;795828
2021-12-20;MC.PA;652.0465087890625;377559
2021-12-21;MC.PA;655.50390625;309981
2021-12-22;MC.PA;668.4925537109375;327128
2021-12-23;MC.PA;674.6597290039062;315889
2021-12-24;MC.PA;670.3614501953125;48392
2021-12-27;MC.PA;678.6777954101562;177954
2021-12-28;MC.PA;682.8827514648438;217145
2021-12-29;MC.PA;680.1730346679688;168266
2021-12-30;MC.PA;682.13525390625;246097
2021-12-31;MC.PA;679.3319702148438;100673
2022-01-03;MC.PA;683.069580078125;210987
2022-01-04;MC.PA;695.21728515625;291609
2022-01-05;MC.PA;708.2992553710938;384196
2022-01-06;MC.PA;679.4253540039062;446581
2022-01-07;MC.PA;668.8663330078125;392865
2022-01-10;MC.PA;656.625244140625;420089
2022-01-11;MC.PA;663.4465942382812;370056
2022-01-12;MC.PA;662.2318725585938;432438
2022-01-13;MC.PA;644.7579956054688;478517
2022-01-14;MC.PA;631.1152954101562;517232
2022-01-17;MC.PA;641.39404296875;261561
2022-01-18;MC.PA;628.87255859375;395209
2022-01-19;MC.PA;651.953125;555364
2022-01-20;MC.PA;657.7466430664062;414578
2022-01-21;MC.PA;651.48583984375;536630
2022-01-24;MC.PA;619.3414306640625;679863
2022-01-25;MC.PA;623.2660522460938;460302
2022-01-26;MC.PA;638.777587890625;439855
2022-01-27;MC.PA;648.49560546875;407906
2022-01-28;MC.PA;669.4270629882812;843629
2022-01-31;MC.PA;675.2203979492188;682044
2022-02-01;MC.PA;684.1910400390625;421235
2022-02-02;MC.PA;681.4811401367188;338429
2022-02-03;MC.PA;665.03515625;407920
2022-02-04;MC.PA;659.80224609375;406201
2022-02-07;MC.PA;669.1466064453125;353733
2022-02-08;MC.PA;659.80224609375;421466
2022-02-09;MC.PA;669.6138305664062;460237
2022-02-10;MC.PA;659.895751953125;380675
2022-02-11;MC.PA;640.0857543945312;453796
2022-02-14;MC.PA;626.0693969726562;610403
2022-02-15;MC.PA;648.49560546875;406987
2022-02-16;MC.PA;642.5153198242188;304420
2022-02-17;MC.PA;639.2448120117188;366552
2022-02-18;MC.PA;641.3005981445312;417884
2022-02-21;MC.PA;628.1251831054688;383373
2022-02-22;MC.PA;625.32177734375;460189
2022-02-23;MC.PA;622.1447143554688;363622
2022-02-24;MC.PA;594.2052612304688;1162792
2022-02-25;MC.PA;622.8922729492188;712092
2022-02-28;MC.PA;616.631591796875;697750
2022-03-01;MC.PA;584.7674560546875;585829
2022-03-02;MC.PA;596.16748046875;617458
2022-03-03;MC.PA;576.9182739257812;506791
2022-03-04;MC.PA;539.9147338867188;963534
2022-03-07;MC.PA;530.5703735351562;909345
2022-03-08;MC.PA;514.0309448242188;950996
2022-03-09;MC.PA;563.088623046875;1164131
2022-03-10;MC.PA;549.3524780273438;688965
2022-03-11;MC.PA;555.8934936523438;740815
2022-03-14;MC.PA;559.4443359375;569333
2022-03-15;MC.PA;551.3147583007812;615609
2022-03-16;MC.PA;587.6642456054688;799496
2022-03-17;MC.PA;588.5051879882812;456856
2022-03-18;MC.PA;597.4757080078125;880922
2022-03-21;MC.PA;591.6822509765625;358795
2022-03-22;MC.PA;601.6807250976562;422767
2022-03-23;MC.PA;583.36572265625;478559
2022-03-24;MC.PA;583.7395629882812;382903
2022-03-25;MC.PA;584.9542846679688;365851
2022-03-28;MC.PA;594.0183715820312;442114
2022-03-29;MC.PA;627.7512817382812;584317
2022-03-30;MC.PA;617.1921997070312;398742
2022-03-31;MC.PA;606.8201293945312;423041
2022-04-01;MC.PA;607.0068969726562;249915
2022-04-04;MC.PA;620.369384765625;279544
2022-04-05;MC.PA;617.5661010742188;362451
2022-04-06;MC.PA;594.4855346679688;416787
2022-04-07;MC.PA;583.08544921875;481637
2022-04-08;MC.PA;590.2805786132812;382228
2022-04-11;MC.PA;579.2543334960938;317758
2022-04-12;MC.PA;589.5331420898438;481916
2022-04-13;MC.PA;592.523193359375;552025
2022-04-14;MC.PA;598.0363159179688;566954
2022-04-19;MC.PA;592.523193359375;307822
2022-04-20;MC.PA;600.1856689453125;378402
2022-04-21;MC.PA;610.5577392578125;496018
2022-04-22;MC.PA;597.66259765625;439543
2022-04-25;MC.PA;575.2362060546875;567172
2022-04-26;MC.PA;574.0075073242188;385943
2022-04-27;MC.PA;582.797607421875;364855
2022-04-28;MC.PA;583.36474609375;368172
2022-04-29;MC.PA;585.5387573242188;384899
2022-05-02;MC.PA;573.3458862304688;338527
2022-05-03;MC.PA;567.580322265625;378265
2022-05-04;MC.PA;560.7750244140625;340919
2022-05-05;MC.PA;542.5330200195312;489836
2022-05-06;MC.PA;531.0963745117188;670819
2022-05-09;MC.PA;512.8543701171875;565090
2022-05-10;MC.PA;519.3761596679688;507385
2022-05-11;MC.PA;541.5878295898438;638901
2022-05-12;MC.PA;534.4044799804688;656363
2022-05-13;MC.PA;549.432861328125;438811
2022-05-16;MC.PA;543.4782104492188;363368
2022-05-17;MC.PA;557.7504272460938;399738
2022-05-18;MC.PA;546.7864379882812;457853
2022-05-19;MC.PA;537.3345336914062;464245
2022-05-20;MC.PA;526.0868530273438;700770
2022-05-23;MC.PA;530.1511840820312;427998
2022-05-24;MC.PA;521.5499877929688;429245
2022-05-25;MC.PA;520.7938842773438;446842
2022-05-26;MC.PA;539.8865356445312;360161
2022-05-27;MC.PA;560.8695068359375;465465
2022-05-30;MC.PA;575.2362060546875;482362
2022-05-31;MC.PA;564.461181640625;829381
2022-06-01;MC.PA;565.0283813476562;381825
2022-06-02;MC.PA;574.763671875;279331
2022-06-03;MC.PA;575.7088012695312;274898
2022-06-06;MC.PA;580.151123046875;342496
2022-06-07;MC.PA;575.0471801757812;371430
2022-06-08;MC.PA;568.7145385742188;362187
2022-06-09;MC.PA;555.387451171875;561689
2022-06-10;MC.PA;541.4933471679688;581378
2022-06-13;MC.PA;519.8487548828125;626654
2022-06-14;MC.PA;514.1776733398438;456050
2022-06-15;MC.PA;521.5499877929688;464959
2022-06-16;MC.PA;509.829833984375;463366
2022-06-17;MC.PA;514.8392944335938;886221
2022-06-20;MC.PA;512.7598266601562;353318
2022-06-21;MC.PA;523.1568603515625;380529
2022-06-22;MC.PA;521.45556640625;349977
2022-06-23;MC.PA;534.9716186523438;434800
2022-06-24;MC.PA;555.1984252929688;452405
2022-06-27;MC.PA;548.3931274414062;390653
2022-06-28;MC.PA;556.8052368164062;506109
2022-06-29;MC.PA;556.7107543945312;289901
2022-06-30;MC.PA;549.8108520507812;513630
2022-07-01;MC.PA;548.2041015625;245106
2022-07-04;MC.PA;553.2135620117188;227729
2022-07-05;MC.PA;540.6426391601562;450195
2022-07-06;MC.PA;564.8392333984375;455626
2022-07-07;MC.PA;574.291015625;507602
2022-07-08;MC.PA;573.6294555664062;328511
2022-07-11;MC.PA;571.1719360351562;265396
2022-07-12;MC.PA;577.22119140625;348649
2022-07-13;MC.PA;572.9678344726562;345806
2022-07-14;MC.PA;573.1568603515625;361941
2022-07-15;MC.PA;575.0471801757812;458417
2022-07-18;MC.PA;580.623779296875;301000
2022-07-19;MC.PA;593.6671752929688;327709
2022-07-20;MC.PA;591.3988647460938;321612
2022-07-21;MC.PA;598.5821533203125;348545
2022-07-22;MC.PA;599.9054565429688;344322
2022-07-25;MC.PA;602.4574584960938;232800
2022-07-26;MC.PA;590.9262084960938;389982
2022-07-27;MC.PA;601.1342163085938;426585
2022-07-28;MC.PA;626.5594482421875;531878
2022-07-29;MC.PA;637.9961547851562;639310
2022-08-01;MC.PA;650.5670776367188;358710
2022-08-02;MC.PA;641.7769165039062;383180
2022-08-03;MC.PA;648.0150146484375;326389
2022-08-04;MC.PA;655.0093383789062;301121
2022-08-05;MC.PA;644.8014526367188;378399
2022-08-08;MC.PA;651.3231201171875;214886
2022-08-09;MC.PA;642.24951171875;271132
2022-08-10;MC.PA;652.173828125;294091
2022-08-11;MC.PA;655.5764770507812;235955
2022-08-12;MC.PA;656.4271240234375;306806
2022-08-15;MC.PA;661.153076171875;180890
2022-08-16;MC.PA;660.5859985351562;267010
2022-08-17;MC.PA;662.0037231445312;314633
2022-08-18;MC.PA;668.1474609375;254403
2022-08-19;MC.PA;660.0188598632812;454452
2022-08-22;MC.PA;645.179443359375;428495
2022-08-23;MC.PA;642.5330200195312;306225
2022-08-24;MC.PA;649.1492309570312;219765
2022-08-25;MC.PA;649.9999389648438;216764
2022-08-26;MC.PA;632.3251342773438;425579
2022-08-29;MC.PA;626.5594482421875;381544
2022-08-30;MC.PA;625.5197143554688;270293
2022-08-31;MC.PA;612.0037841796875;444863
2022-09-01;MC.PA;598.1094970703125;532866
2022-09-02;MC.PA;609.2626342773438;306092
2022-09-05;MC.PA;600.1890258789062;291469
2022-09-06;MC.PA;603.1190185546875;270512
2022-09-07;MC.PA;606.2380981445312;234554
2022-09-08;MC.PA;608.2230224609375;262423
2022-09-09;MC.PA;616.54052734375;300281
2022-09-12;MC.PA;622.77880859375;295910
2022-09-13;MC.PA;615.2173461914062;336082
2022-09-14;MC.PA;618.33642578125;314609
2022-09-15;MC.PA;606.2380981445312;334309
2022-09-16;MC.PA;604.4423217773438;1069261
2022-09-19;MC.PA;605.860107421875;301806
2022-09-20;MC.PA;599.2437744140625;326586
2022-09-21;MC.PA;608.3175048828125;290585
2022-09-22;MC.PA;590.6426391601562;383716
2022-09-23;MC.PA;570.1322631835938;553484
2022-09-26;MC.PA;573.534912109375;401455
2022-09-27;MC.PA;571.0775146484375;427226
2022-09-28;MC.PA;579.5841674804688;471935
2022-09-29;MC.PA;574.6691284179688;448908
2022-09-30;MC.PA;576.9376220703125;477030
2022-10-03;MC.PA;574.6691284179688;391198
2022-10-04;MC.PA;611.3421020507812;574934
2022-10-05;MC.PA;602.3629150390625;386410
2022-10-06;MC.PA;600.283447265625;227173
2022-10-07;MC.PA;584.3099975585938;398908
2022-10-10;MC.PA;577.0321044921875;332168
2022-10-11;MC.PA;577.0321044921875;335449
2022-10-12;MC.PA;587.8071899414062;471430
2022-10-13;MC.PA;583.6483154296875;546414
2022-10-14;MC.PA;590.9262084960938;446629
2022-10-17;MC.PA;602.7409057617188;288699
2022-10-18;MC.PA;601.2286376953125;278773
2022-10-19;MC.PA;590.7371826171875;265234
2022-10-20;MC.PA;599.2437744140625;360047
2022-10-21;MC.PA;596.8809204101562;369381
2022-10-24;MC.PA;601.0396118164062;324512
2022-10-25;MC.PA;621.9280395507812;356513
2022-10-26;MC.PA;626.6539916992188;383180
2022-10-27;MC.PA;619.470703125;417211
2022-10-28;MC.PA;613.7050170898438;333069
2022-10-31;MC.PA;603.9697265625;311885
2022-11-01;MC.PA;615.1228637695312;246959
2022-11-02;MC.PA;601.7958374023438;368720
2022-11-03;MC.PA;595.4630737304688;282102
2022-11-04;MC.PA;629.6785888671875;716225
2022-11-07;MC.PA;620.0377807617188;388944
2022-11-08;MC.PA;621.45556640625;303787
2022-11-09;MC.PA;621.9280395507812;256498
2022-11-10;MC.PA;649.1492309570312;533108
2022-11-11;MC.PA;667.4857177734375;625109
2022-11-14;MC.PA;662.2872924804688;375821
2022-11-15;MC.PA;665.5953979492188;307155
2022-11-16;MC.PA;660.3023071289062;367391
2022-11-17;MC.PA;658.60107421875;324395
2022-11-18;MC.PA;659.9243774414062;553905
2022-11-21;MC.PA;660.9639892578125;302141
2022-11-22;MC.PA;659.6407470703125;281532
2022-11-23;MC.PA;663.4215698242188;231994
2022-11-24;MC.PA;663.705078125;245547
2022-11-25;MC.PA;661.8147583007812;312997
2022-11-28;MC.PA;660.3969116210938;374156
2022-11-29;MC.PA;663.5160522460938;294301
2022-11-30;MC.PA;696.880859375;1688007
2022-12-01;MC.PA;686.1273803710938;392901
2022-12-02;MC.PA;680.7030639648438;366917
2022-12-05;MC.PA;679.9417724609375;291430
2022-12-06;MC.PA;679.6563110351562;347705
2022-12-07;MC.PA;678.3240356445312;336309
2022-12-08;MC.PA;684.22412109375;279248
2022-12-09;MC.PA;685.4612426757812;310103
2022-12-12;MC.PA;681.5595092773438;318952
2022-12-13;MC.PA;691.5516967773438;433319
2022-12-14;MC.PA;692.2178344726562;380723
2022-12-15;MC.PA;667.6657104492188;563990
2022-12-16;MC.PA;660.2429809570312;921702
2022-12-19;MC.PA;654.0574340820312;336655
2022-12-20;MC.PA;649.8702392578125;355736
2022-12-21;MC.PA;658.0542602539062;352533
2022-12-22;MC.PA;650.9169921875;273558
2022-12-23;MC.PA;641.2102661132812;241292
2022-12-27;MC.PA;656.8170776367188;249850
2022-12-28;MC.PA;653.3911743164062;196630
2022-12-29;MC.PA;662.8123779296875;198655
2022-12-30;MC.PA;647.0153198242188;272368
2023-01-02;MC.PA;660.5283813476562;194703
2023-01-03;MC.PA;668.8076782226562;316482
2023-01-04;MC.PA;702.3051147460938;570725
2023-01-05;MC.PA;693.1694946289062;327709
2023-01-06;MC.PA;712.582763671875;318415
2023-01-09;MC.PA;722.8604125976562;486846
2023-01-10;MC.PA;719.7200317382812;327475
